"salary"	"exprior"	"yearsbg"	"yearsrank"	"market"	"termdeg"	"admin"	"yearsdg"	"rank"	"male"
"367"	30662	0	4	3	0.759999990463257	1	0	3	"Assistant"	"Women"
"368"	50235	0	21	1	0.790000021457672	1	0	20	"Full"	"Men"
"369"	38936	2	2	2	0.990000009536743	1	0	4	"Assistant"	"Men"
"370"	32000	13	0	0	0.709999978542328	1	0	13	"Assistant"	"Women"
"371"	52580	2	22	9	0.779999971389771	1	0	24	"Full"	"Men"
"372"	54274	0	22	12	1.01999998092651	1	0	22	"Full"	"Men"
"373"	61179	2	25	16	1.12999999523163	1	0	27	"Full"	"Men"
"374"	59534.859375	0	24	10	0.930000007152557	1	0	22	"Full"	"Men"
"375"	38410	12	3	3	0.879999995231628	1	0	15	"Assistant"	"Men"
"376"	36308	3	2	2	0.800000011920929	1	0	5	"Assistant"	"Men"
"377"	42088	1	3	3	1.13999998569489	1	0	4	"Assistant"	"Men"
"378"	55608	1	25	21	0.959999978542328	1	0	26	"Associate"	"Men"
"379"	62059	0	3	3	1.16999995708466	1	0	3	"Assistant"	"Men"
"380"	53376	0	6	0	1.21000003814697	1	0	6	"Associate"	"Men"
"381"	64073	0	11	0	1.21000003814697	1	0	10	"Full"	"Men"
"382"	41483	1	5	2	0.930000007152557	1	0	6	"Associate"	"Men"
"383"	56278	3	5	5	1.23000001907349	1	0	8	"Assistant"	"Men"
"384"	67062	0	25	15	1.13999998569489	1	0	23	"Full"	"Men"
"385"	58766.7578125	0	23	12	0.990000009536743	1	1	23	"Full"	"Women"
"386"	47029	7	11	1	0.790000021457672	1	0	18	"Full"	"Men"
"387"	53000	0	0	0	1.16999995708466	1	0	0	"Assistant"	"Men"
"388"	52395	5	19	7	0.860000014305115	1	0	24	"Full"	"Women"
"389"	63800	0	25	14	1	1	0	25	"Full"	"Men"
"390"	70434	7	15	10	1.24000000953674	1	0	22	"Full"	"Men"
"391"	63660.8515625	17	1	1	0.920000016689301	1	1	18	"Full"	"Women"
"392"	52894	0	24	8	0.920000016689301	1	0	23	"Full"	"Men"
"393"	58698	0	22	5	0.959999978542328	1	0	22	"Full"	"Men"
"394"	58946	0	12	3	0.839999973773956	1	0	10	"Associate"	"Women"
"395"	80137	5	21	20	1.03999996185303	1	0	26	"Full"	"Men"
"396"	63073	2	30	16	0.779999971389771	1	0	32	"Full"	"Men"
"397"	52054.24609375	13	1	1	0.990000009536743	1	0	14	"Full"	"Men"
"398"	39754	0	1	0	0.879999995231628	1	0	1	"Assistant"	"Men"
"399"	69976	0	30	14	0.910000026226044	1	0	28	"Full"	"Men"
"400"	42537	0	13	8	0.800000011920929	1	0	12	"Associate"	"Men"
"401"	39871	0	6	0	0.990000009536743	1	0	6	"Associate"	"Women"
"402"	38069	0	7	6	0.829999983310699	1	0	6	"Assistant"	"Women"
"403"	58930	0	6	0	1.16999995708466	1	0	4	"Associate"	"Men"
"404"	51775	0	27	13	0.850000023841858	1	0	26	"Full"	"Men"
"405"	49439	0	16	8	0.779999971389771	1	0	9	"Full"	"Men"
"406"	39986	0	2	0	0.990000009536743	1	0	1	"Assistant"	"Men"
"407"	42954	6	9	0	0.920000016689301	1	0	15	"Full"	"Men"
"408"	66115	2	26	18	0.920000016689301	1	0	28	"Full"	"Men"
"409"	66789.703125	0	24	12	0.860000014305115	1	0	21	"Full"	"Men"
"410"	58471	0	24	13	0.839999973773956	1	0	21	"Full"	"Men"
"411"	62350	5	19	14	1.0900000333786	1	0	24	"Full"	"Men"
"412"	62059	15	1	1	0.910000026226044	1	0	16	"Full"	"Women"
"413"	36000	1	0	0	0.930000007152557	1	0	1	"Assistant"	"Women"
"414"	41974	0	6	0	1	1	0	6	"Associate"	"Men"
"415"	63337	0	27	20	0.990000009536743	1	0	27	"Full"	"Men"
"416"	31000	0	0	0	0.920000016689301	1	0	0	"Assistant"	"Women"
"417"	33680	0	3	3	0.879999995231628	1	0	3	"Assistant"	"Men"
"418"	40000	3	7	2	0.790000021457672	1	0	10	"Associate"	"Men"
"419"	71812	2	21	14	1.21000003814697	1	0	23	"Full"	"Men"
"420"	39660	0	9	4	0.740000009536743	1	0	9	"Associate"	"Women"
"421"	41563	1	8	1	0.850000023841858	1	0	9	"Associate"	"Women"
"422"	50096	3	7	4	1.17999994754791	1	0	10	"Associate"	"Men"
"423"	52579	4	25	11	0.990000009536743	1	0	29	"Full"	"Men"
"424"	33787	0	4	2	0.850000023841858	1	0	2	"Assistant"	"Women"
"425"	33680	0	3	1	1.04999995231628	1	0	2	"Assistant"	"Men"
"426"	51729	5	9	3	1.16999995708466	1	1	14	"Full"	"Men"
"427"	67199	0	28	16	0.910000026226044	1	0	27	"Full"	"Men"
"428"	40512	8	1	1	0.839999973773956	1	0	9	"Assistant"	"Men"
"429"	71543	13	7	7	1.33000004291534	1	1	20	"Full"	"Men"
"430"	36308	16	5	5	0.860000014305115	1	0	21	"Assistant"	"Women"
"431"	49357	3	13	3	0.779999971389771	1	0	16	"Full"	"Men"
"432"	38818	2	8	2	0.990000009536743	1	0	10	"Associate"	"Women"
"433"	48289	2	13	1	1.10000002384186	1	0	15	"Full"	"Men"
"434"	45763	3	7	2	0.850000023841858	1	0	10	"Associate"	"Women"
"435"	60423	0	5	5	1.24000000953674	1	0	5	"Assistant"	"Men"
"436"	80103	2	29	22	0.930000007152557	1	0	31	"Full"	"Men"
"437"	38333	0	7	2	0.800000011920929	1	0	7	"Associate"	"Men"
"438"	60681	0	17	9	0.959999978542328	1	0	17	"Full"	"Men"
"439"	52173	0	22	8	0.779999971389771	1	0	22	"Full"	"Men"
"440"	36833	0	1	1	0.839999973773956	1	0	1	"Assistant"	"Women"
"441"	61255	7	21	15	0.920000016689301	1	0	28	"Full"	"Men"
"442"	52662	13	25	11	0.779999971389771	1	0	38	"Full"	"Women"
"443"	39461	0	7	1	0.990000009536743	1	0	6	"Associate"	"Women"
"444"	56350	0	25	14	1	1	0	25	"Full"	"Men"
"445"	56030	0	26	15	1	1	0	24	"Full"	"Men"
"446"	33680	7	3	3	0.740000009536743	1	0	10	"Assistant"	"Men"
"447"	67647	0	20	10	1.21000003814697	1	0	20	"Full"	"Men"
"448"	89789	11	22	21	0.930000007152557	1	0	33	"Full"	"Men"
"449"	71835	0	28	19	1.12999999523163	1	0	27	"Full"	"Men"
"450"	55406	0	10	3	1.23000001907349	1	0	8	"Associate"	"Men"
"451"	47999.421875	0	15	1	0.860000014305115	1	0	15	"Full"	"Men"
"452"	54822	0	25	10	0.920000016689301	1	0	23	"Full"	"Men"
"453"	60000	5	0	0	1.19000005722046	1	0	5	"Associate"	"Women"
"454"	52172	6	15	11	0.730000019073486	1	0	21	"Full"	"Men"
"455"	37500	0	6	0	0.920000016689301	1	0	6	"Associate"	"Men"
"456"	60678	5	13	0	1.21000003814697	1	0	18	"Full"	"Women"
"457"	43188	1	13	1	0.850000023841858	1	0	14	"Full"	"Men"
"458"	33680	0	2	2	1.01999998092651	1	0	2	"Assistant"	"Women"
"459"	64073	3	28	14	0.910000026226044	1	0	31	"Full"	"Men"
"460"	35000	0	3	0	0.790000021457672	1	0	0	"Assistant"	"Women"
"461"	40986	0	14	6	0.769999980926514	1	0	14	"Associate"	"Men"
"462"	42482	0	9	4	0.990000009536743	1	0	9	"Associate"	"Men"
"463"	42129	5	4	2	0.990000009536743	1	0	9	"Associate"	"Women"
"464"	55227	0	3	3	1.23000001907349	1	0	2	"Assistant"	"Men"
"465"	40356	0	5	4	0.790000021457672	1	0	4	"Assistant"	"Women"
"466"	73155	12	25	25	0.920000016689301	1	0	37	"Full"	"Men"
"467"	35574	0	4	4	0.850000023841858	1	0	4	"Assistant"	"Women"
"468"	64863	0	23	14	0.990000009536743	1	0	23	"Full"	"Men"
"469"	60717	1	21	11	0.990000009536743	1	0	22	"Full"	"Men"
"470"	41259	6	8	2	1.14999997615814	1	0	14	"Associate"	"Women"
"471"	46292	0	2	2	1.13999998569489	1	0	2	"Assistant"	"Men"
"472"	37359	0	1	1	0.839999973773956	1	0	1	"Assistant"	"Women"
"473"	73669	0	23	14	1.19000005722046	1	0	22	"Full"	"Men"
"474"	45287	0	22	16	0.850000023841858	1	0	22	"Associate"	"Men"
"475"	60498	4	24	13	0.990000009536743	1	0	28	"Full"	"Men"
"476"	45000	20	0	0	1	1	0	20	"Associate"	"Men"
"477"	40000	4	0	0	1	1	0	4	"Assistant"	"Men"
"478"	39986	1	4	4	1.16999995708466	1	0	5	"Assistant"	"Men"
"479"	45482	0	26	20	0.930000007152557	1	0	26	"Associate"	"Men"
"480"	55090	2	21	18	1.01999998092651	1	0	23	"Associate"	"Men"
"481"	59880	0	6	0	1.17999994754791	1	0	6	"Associate"	"Men"
"482"	61123	5	19	13	0.819999992847443	1	0	24	"Full"	"Men"
"483"	55411	0	22	8	0.910000026226044	1	0	22	"Full"	"Men"
"484"	41723	7	7	4	0.870000004768372	1	0	14	"Associate"	"Men"
"485"	55752	0	2	2	1.19000005722046	1	0	2	"Assistant"	"Women"
"486"	63409	0	22	17	1.23000001907349	1	0	21	"Associate"	"Men"
"487"	62623	0	26	15	0.790000021457672	1	0	23	"Full"	"Men"
"488"	33703	1	6	1	0.769999980926514	1	0	7	"Associate"	"Women"
"489"	57246	0	17	4	0.930000007152557	1	0	16	"Full"	"Men"
"490"	60006	0	24	2	0.920000016689301	1	0	20	"Full"	"Men"
"491"	50008	0	18	10	0.800000011920929	1	0	16	"Associate"	"Women"
"492"	59472	5	15	15	0.889999985694885	1	0	20	"Associate"	"Men"
"493"	52738.9140625	2	26	6	0.740000009536743	1	0	28	"Full"	"Men"
"494"	42717.59765625	0	10	5	0.800000011920929	1	0	10	"Associate"	"Men"
"495"	34206	1	4	4	0.800000011920929	1	0	5	"Assistant"	"Women"
"496"	41063	1	18	18	0.810000002384186	1	0	19	"Assistant"	"Women"
"497"	33787	7	5	1	0.769999980926514	1	0	12	"Associate"	"Men"
"498"	53686	0	31	17	0.779999971389771	1	0	26	"Full"	"Men"
"499"	70563	7	26	21	0.850000023841858	1	0	33	"Full"	"Men"
"500"	37067	6	6	2	0.930000007152557	1	0	12	"Associate"	"Women"
"501"	47349	0	20	9	0.889999985694885	1	0	13	"Associate"	"Men"
"502"	64686.62109375	5	16	8	1.14999997615814	1	0	21	"Full"	"Men"
"503"	35782	0	2	1	0.920000016689301	1	0	2	"Assistant"	"Women"
"504"	55847	2	12	5	1.23000001907349	1	0	14	"Associate"	"Men"
"505"	48327	25	2	2	0.779999971389771	1	0	27	"Associate"	"Men"
"506"	57192	0	27	13	0.850000023841858	1	0	25	"Full"	"Men"
"507"	32000	7	0	0	0.779999971389771	1	0	7	"Assistant"	"Women"
"508"	45500	0	0	0	1.21000003814697	1	0	0	"Assistant"	"Men"
"509"	54003	0	20	5	0.889999985694885	1	0	20	"Full"	"Men"
"510"	55524	13	15	10	1.14999997615814	1	0	28	"Full"	"Men"
"511"	57973	4	17	9	0.930000007152557	1	0	21	"Full"	"Men"
"512"	48395	0	3	3	1.21000003814697	1	0	3	"Assistant"	"Men"
"513"	34731	0	1	1	0.850000023841858	1	0	1	"Assistant"	"Women"
"514"	33680	4	1	1	0.790000021457672	1	0	5	"Assistant"	"Men"
